gate_id,compare_artifact_path,decision,created_at,avg_score_delta,pass_rate_delta,regressed_case_count,rollback_recommendation,gate_artifact_path
20260318T174650.470189Z_rag_basic_mock_7ed6ae0c4224_vs_20260318T174643.278545Z_rag_basic_mock_7ed6ae0c4224.gate,compare/20260318T174650.470189Z_rag_basic_mock_7ed6ae0c4224_vs_20260318T174643.278545Z_rag_basic_mock_7ed6ae0c4224.json,pass,2026-03-18T18:01:45.076042+00:00,0.0,0.0,0,ship_candidate,gate/20260318T174650.470189Z_rag_basic_mock_7ed6ae0c4224_vs_20260318T174643.278545Z_rag_basic_mock_7ed6ae0c4224.gate.json
