compare_id,baseline_run_id,candidate_run_id,created_at,avg_score_delta,pass_rate_delta,regressed_case_count,drift_alert,compare_artifact_path
20260318T174650.470189Z_rag_basic_mock_7ed6ae0c4224_vs_20260318T174643.278545Z_rag_basic_mock_7ed6ae0c4224,20260318T174643.278545Z_rag_basic_mock_7ed6ae0c4224,20260318T174650.470189Z_rag_basic_mock_7ed6ae0c4224,2026-03-18T18:01:44.250661+00:00,0.0,0.0,0,,compare/20260318T174650.470189Z_rag_basic_mock_7ed6ae0c4224_vs_20260318T174643.278545Z_rag_basic_mock_7ed6ae0c4224.json
