compare_artifact_path,baseline_model,candidate_model,avg_score_delta,pass_rate_delta,regressed_case_count,rollback_recommendation
benchmark_public/instruction_following/compares/compare/20260412T190324.891307Z_benchmark_instruction_following_gemini_real_3067befa3a60_vs_20260412T171732.034140Z_benchmark_instruction_following_gemini_real_3067befa3a60.json,gemini_real,gemini_real,0.3667,0.4,0,hold_candidate_ok
